id,scheme_slug,field_name,operator,rule_value,description
6203,telangana-youth-apprenticeship-monthly-stipend,state,eq,Telangana,Citizen state must be eq 'Telangana'
6204,telangana-youth-apprenticeship-monthly-stipend,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
6205,telangana-youth-apprenticeship-monthly-stipend,age,between,18-29,Citizen age must be between '18-29'
6206,telangana-artisan-craftsman-modern-tool-kit-grant,state,eq,Telangana,Citizen state must be eq 'Telangana'
6207,telangana-artisan-craftsman-modern-tool-kit-grant,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
6208,telangana-artisan-craftsman-modern-tool-kit-grant,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6209,telangana-rural-youth-driving-heavy-machinery-training,state,eq,Telangana,Citizen state must be eq 'Telangana'
6210,telangana-rural-youth-driving-heavy-machinery-training,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
6211,telangana-rural-youth-driving-heavy-machinery-training,age,between,18-35,Citizen age must be between '18-35'
6212,telangana-it-emerging-tech-bootcamp-voucher,state,eq,Telangana,Citizen state must be eq 'Telangana'
6213,telangana-it-emerging-tech-bootcamp-voucher,occupation,eq,Student,Citizen occupation must be eq 'Student'
6214,telangana-it-emerging-tech-bootcamp-voucher,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6215,telangana-self-employment-micro-credit-guarantee,state,eq,Telangana,Citizen state must be eq 'Telangana'
6216,telangana-self-employment-micro-credit-guarantee,occupation,eq,Self-Employed,Citizen occupation must be eq 'Self-Employed'
6217,telangana-self-employment-micro-credit-guarantee,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6218,telangana-pucca-house-construction-subsidy,state,eq,Telangana,Citizen state must be eq 'Telangana'
6219,telangana-pucca-house-construction-subsidy,annual_income,lte,250000,Citizen annual_income must be lte '250000'
6220,telangana-rooftop-solar-green-energy-assistance,state,eq,Telangana,Citizen state must be eq 'Telangana'
6221,telangana-rooftop-solar-green-energy-assistance,annual_income,lte,600000,Citizen annual_income must be lte '600000'
6222,telangana-slum-rehabilitation-ews-flat-allocation,state,eq,Telangana,Citizen state must be eq 'Telangana'
6223,telangana-slum-rehabilitation-ews-flat-allocation,annual_income,lte,200000,Citizen annual_income must be lte '200000'
6224,telangana-rural-toilet-water-tap-incentive,state,eq,Telangana,Citizen state must be eq 'Telangana'
6225,telangana-rural-toilet-water-tap-incentive,annual_income,lte,200000,Citizen annual_income must be lte '200000'
6226,telangana-micro-enterprise-collateral-free-loan,state,eq,Telangana,Citizen state must be eq 'Telangana'
6227,telangana-micro-enterprise-collateral-free-loan,occupation,eq,Business,Citizen occupation must be eq 'Business'
6228,telangana-micro-enterprise-collateral-free-loan,annual_income,lte,800000,Citizen annual_income must be lte '800000'
6229,telangana-women-entrepreneur-startup-grant,state,eq,Telangana,Citizen state must be eq 'Telangana'
6230,telangana-women-entrepreneur-startup-grant,occupation,eq,Business,Citizen occupation must be eq 'Business'
6231,telangana-women-entrepreneur-startup-grant,gender,eq,Female,Citizen gender must be eq 'Female'
6232,telangana-export-promotion-quality-certification-subsidy,state,eq,Telangana,Citizen state must be eq 'Telangana'
6233,telangana-export-promotion-quality-certification-subsidy,occupation,eq,Business,Citizen occupation must be eq 'Business'
6234,telangana-export-promotion-quality-certification-subsidy,occupation,eq,Business,Citizen occupation must be eq 'Business'
6235,telangana-credit-linked-capital-subsidy-for-tech-upgradation,state,eq,Telangana,Citizen state must be eq 'Telangana'
6236,telangana-credit-linked-capital-subsidy-for-tech-upgradation,occupation,eq,Business,Citizen occupation must be eq 'Business'
6237,telangana-credit-linked-capital-subsidy-for-tech-upgradation,annual_income,lte,1000000,Citizen annual_income must be lte '1000000'
6238,telangana-e-vehicle-green-mobility-subsidy,state,eq,Telangana,Citizen state must be eq 'Telangana'
6239,telangana-e-vehicle-green-mobility-subsidy,annual_income,lte,750000,Citizen annual_income must be lte '750000'
6240,telangana-rainwater-harvesting-ground-water-recharge-grant,state,eq,Telangana,Citizen state must be eq 'Telangana'
6241,telangana-rainwater-harvesting-ground-water-recharge-grant,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6242,telangana-bio-gas-cattle-dung-renewable-plant-subsidy,state,eq,Telangana,Citizen state must be eq 'Telangana'
6243,telangana-bio-gas-cattle-dung-renewable-plant-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6244,telangana-bio-gas-cattle-dung-renewable-plant-subsidy,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6245,telangana-phase-2-kisan-samriddhi-crop-assistance,state,eq,Telangana,Citizen state must be eq 'Telangana'
6246,telangana-phase-2-kisan-samriddhi-crop-assistance,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6247,telangana-phase-2-kisan-samriddhi-crop-assistance,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6248,telangana-phase-2-solar-krishi-pump-subsidy,state,eq,Telangana,Citizen state must be eq 'Telangana'
6249,telangana-phase-2-solar-krishi-pump-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6250,telangana-phase-2-solar-krishi-pump-subsidy,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6251,telangana-phase-2-horticulture-drip-irrigation-grant,state,eq,Telangana,Citizen state must be eq 'Telangana'
6252,telangana-phase-2-horticulture-drip-irrigation-grant,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6253,telangana-phase-2-horticulture-drip-irrigation-grant,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6254,telangana-phase-2-dairy-cattle-development-incentive,state,eq,Telangana,Citizen state must be eq 'Telangana'
6255,telangana-phase-2-dairy-cattle-development-incentive,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6256,telangana-phase-2-dairy-cattle-development-incentive,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6257,telangana-phase-2-fodder-cultivation-animal-care-grant,state,eq,Telangana,Citizen state must be eq 'Telangana'
6258,telangana-phase-2-fodder-cultivation-animal-care-grant,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6259,telangana-phase-2-fodder-cultivation-animal-care-grant,annual_income,lte,250000,Citizen annual_income must be lte '250000'
6260,telangana-phase-2-fisheries-pond-biofloc-support,state,eq,Telangana,Citizen state must be eq 'Telangana'
6261,telangana-phase-2-fisheries-pond-biofloc-support,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6262,telangana-phase-2-fisheries-pond-biofloc-support,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6263,telangana-phase-2-soil-health-organic-farming-mission,state,eq,Telangana,Citizen state must be eq 'Telangana'
6264,telangana-phase-2-soil-health-organic-farming-mission,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6265,telangana-phase-2-soil-health-organic-farming-mission,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6266,telangana-phase-2-farm-mechanization-rotavator-subsidy,state,eq,Telangana,Citizen state must be eq 'Telangana'
6267,telangana-phase-2-farm-mechanization-rotavator-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6268,telangana-phase-2-farm-mechanization-rotavator-subsidy,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6269,telangana-phase-2-post-matric-merit-scholarship,state,eq,Telangana,Citizen state must be eq 'Telangana'
6270,telangana-phase-2-post-matric-merit-scholarship,occupation,eq,Student,Citizen occupation must be eq 'Student'
6271,telangana-phase-2-post-matric-merit-scholarship,annual_income,lte,250000,Citizen annual_income must be lte '250000'
6272,telangana-phase-2-free-digital-tablet-laptop-distribution,state,eq,Telangana,Citizen state must be eq 'Telangana'
6273,telangana-phase-2-free-digital-tablet-laptop-distribution,occupation,eq,Student,Citizen occupation must be eq 'Student'
6274,telangana-phase-2-free-digital-tablet-laptop-distribution,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6275,telangana-phase-2-competitive-exam-coaching-assistance,state,eq,Telangana,Citizen state must be eq 'Telangana'
6276,telangana-phase-2-competitive-exam-coaching-assistance,occupation,eq,Student,Citizen occupation must be eq 'Student'
6277,telangana-phase-2-competitive-exam-coaching-assistance,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6278,telangana-phase-2-girl-child-higher-education-incentive,state,eq,Telangana,Citizen state must be eq 'Telangana'
6279,telangana-phase-2-girl-child-higher-education-incentive,occupation,eq,Student,Citizen occupation must be eq 'Student'
6280,telangana-phase-2-girl-child-higher-education-incentive,gender,eq,Female,Citizen gender must be eq 'Female'
6281,telangana-phase-2-technical-polytechnic-skill-stipend,state,eq,Telangana,Citizen state must be eq 'Telangana'
6282,telangana-phase-2-technical-polytechnic-skill-stipend,occupation,eq,Student,Citizen occupation must be eq 'Student'
6283,telangana-phase-2-technical-polytechnic-skill-stipend,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6284,telangana-phase-2-overseas-education-scholarship-for-ews,state,eq,Telangana,Citizen state must be eq 'Telangana'
6285,telangana-phase-2-overseas-education-scholarship-for-ews,occupation,eq,Student,Citizen occupation must be eq 'Student'
6286,telangana-phase-2-overseas-education-scholarship-for-ews,annual_income,lte,800000,Citizen annual_income must be lte '800000'
6287,telangana-phase-2-special-education-aid-for-divyang-students,state,eq,Telangana,Citizen state must be eq 'Telangana'
6288,telangana-phase-2-special-education-aid-for-divyang-students,occupation,eq,Student,Citizen occupation must be eq 'Student'
6289,telangana-phase-2-special-education-aid-for-divyang-students,annual_income,lte,350000,Citizen annual_income must be lte '350000'
6290,telangana-phase-2-matru-kalyan-nutrition-dbt,state,eq,Telangana,Citizen state must be eq 'Telangana'
6291,telangana-phase-2-matru-kalyan-nutrition-dbt,gender,eq,Female,Citizen gender must be eq 'Female'
6292,telangana-phase-2-mahila-swavalamban-livelihood-grant,state,eq,Telangana,Citizen state must be eq 'Telangana'
6293,telangana-phase-2-mahila-swavalamban-livelihood-grant,gender,eq,Female,Citizen gender must be eq 'Female'
6294,telangana-phase-2-kanya-vivah-marriage-assistance,state,eq,Telangana,Citizen state must be eq 'Telangana'
6295,telangana-phase-2-kanya-vivah-marriage-assistance,gender,eq,Female,Citizen gender must be eq 'Female'
6296,telangana-phase-2-working-women-hostel-transport-subsidy,state,eq,Telangana,Citizen state must be eq 'Telangana'
6297,telangana-phase-2-working-women-hostel-transport-subsidy,gender,eq,Female,Citizen gender must be eq 'Female'
6298,telangana-phase-2-single-mother-destitute-women-pension,state,eq,Telangana,Citizen state must be eq 'Telangana'
6299,telangana-phase-2-single-mother-destitute-women-pension,gender,eq,Female,Citizen gender must be eq 'Female'
6300,telangana-phase-2-sukanya-samriddhi-high-interest-top-up,state,eq,Telangana,Citizen state must be eq 'Telangana'
6301,telangana-phase-2-sukanya-samriddhi-high-interest-top-up,gender,eq,Female,Citizen gender must be eq 'Female'
6302,telangana-phase-2-universal-cashless-health-insurance,state,eq,Telangana,Citizen state must be eq 'Telangana'
6303,telangana-phase-2-universal-cashless-health-insurance,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6304,telangana-phase-2-critical-illness-relief-fund-cancer-kidney,state,eq,Telangana,Citizen state must be eq 'Telangana'
6305,telangana-phase-2-critical-illness-relief-fund-cancer-kidney,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6306,telangana-phase-2-free-diagnostic-tests-medicine-scheme,state,eq,Telangana,Citizen state must be eq 'Telangana'
6307,telangana-phase-2-free-diagnostic-tests-medicine-scheme,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6308,telangana-phase-2-senior-citizen-specialized-geriatric-care,state,eq,Telangana,Citizen state must be eq 'Telangana'
6309,telangana-phase-2-senior-citizen-specialized-geriatric-care,age,gte,60,Citizen age must be gte '60'
6310,telangana-phase-2-emergency-accidental-trauma-insurance,state,eq,Telangana,Citizen state must be eq 'Telangana'
6311,telangana-phase-2-emergency-accidental-trauma-insurance,annual_income,lte,600000,Citizen annual_income must be lte '600000'
6312,telangana-phase-2-old-age-social-security-pension,state,eq,Telangana,Citizen state must be eq 'Telangana'
6313,telangana-phase-2-old-age-social-security-pension,age,gte,60,Citizen age must be gte '60'
6314,telangana-phase-2-divyangjan-disability-monthly-pension,state,eq,Telangana,Citizen state must be eq 'Telangana'
6315,telangana-phase-2-divyangjan-disability-monthly-pension,annual_income,lte,250000,Citizen annual_income must be lte '250000'
6316,telangana-phase-2-antyodaya-subsidized-food-security,state,eq,Telangana,Citizen state must be eq 'Telangana'
6317,telangana-phase-2-antyodaya-subsidized-food-security,annual_income,lte,100000,Citizen annual_income must be lte '100000'
6318,telangana-phase-2-sanitation-workers-rehabilitation-grant,state,eq,Telangana,Citizen state must be eq 'Telangana'
6319,telangana-phase-2-sanitation-workers-rehabilitation-grant,occupation,eq,Daily Wage,Citizen occupation must be eq 'Daily Wage'
6320,telangana-phase-2-sanitation-workers-rehabilitation-grant,annual_income,lte,200000,Citizen annual_income must be lte '200000'
6321,telangana-phase-2-tribal-livelihood-forest-produce-grant,state,eq,Telangana,Citizen state must be eq 'Telangana'
6322,telangana-phase-2-tribal-livelihood-forest-produce-grant,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
6323,telangana-phase-2-tribal-livelihood-forest-produce-grant,annual_income,lte,250000,Citizen annual_income must be lte '250000'
6324,telangana-phase-2-youth-apprenticeship-monthly-stipend,state,eq,Telangana,Citizen state must be eq 'Telangana'
6325,telangana-phase-2-youth-apprenticeship-monthly-stipend,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
6326,telangana-phase-2-youth-apprenticeship-monthly-stipend,age,between,18-29,Citizen age must be between '18-29'
6327,telangana-phase-2-artisan-craftsman-modern-tool-kit-grant,state,eq,Telangana,Citizen state must be eq 'Telangana'
6328,telangana-phase-2-artisan-craftsman-modern-tool-kit-grant,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
6329,telangana-phase-2-artisan-craftsman-modern-tool-kit-grant,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6330,telangana-phase-2-rural-youth-driving-heavy-machinery-training,state,eq,Telangana,Citizen state must be eq 'Telangana'
6331,telangana-phase-2-rural-youth-driving-heavy-machinery-training,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
6332,telangana-phase-2-rural-youth-driving-heavy-machinery-training,age,between,18-35,Citizen age must be between '18-35'
6333,telangana-phase-2-it-emerging-tech-bootcamp-voucher,state,eq,Telangana,Citizen state must be eq 'Telangana'
6334,telangana-phase-2-it-emerging-tech-bootcamp-voucher,occupation,eq,Student,Citizen occupation must be eq 'Student'
6335,telangana-phase-2-it-emerging-tech-bootcamp-voucher,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6336,telangana-phase-2-self-employment-micro-credit-guarantee,state,eq,Telangana,Citizen state must be eq 'Telangana'
6337,telangana-phase-2-self-employment-micro-credit-guarantee,occupation,eq,Self-Employed,Citizen occupation must be eq 'Self-Employed'
6338,telangana-phase-2-self-employment-micro-credit-guarantee,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6339,telangana-phase-2-pucca-house-construction-subsidy,state,eq,Telangana,Citizen state must be eq 'Telangana'
6340,telangana-phase-2-pucca-house-construction-subsidy,annual_income,lte,250000,Citizen annual_income must be lte '250000'
6341,telangana-phase-2-rooftop-solar-green-energy-assistance,state,eq,Telangana,Citizen state must be eq 'Telangana'
6342,telangana-phase-2-rooftop-solar-green-energy-assistance,annual_income,lte,600000,Citizen annual_income must be lte '600000'
6343,telangana-phase-2-slum-rehabilitation-ews-flat-allocation,state,eq,Telangana,Citizen state must be eq 'Telangana'
6344,telangana-phase-2-slum-rehabilitation-ews-flat-allocation,annual_income,lte,200000,Citizen annual_income must be lte '200000'
6345,telangana-phase-2-rural-toilet-water-tap-incentive,state,eq,Telangana,Citizen state must be eq 'Telangana'
6346,telangana-phase-2-rural-toilet-water-tap-incentive,annual_income,lte,200000,Citizen annual_income must be lte '200000'
6347,telangana-phase-2-micro-enterprise-collateral-free-loan,state,eq,Telangana,Citizen state must be eq 'Telangana'
6348,telangana-phase-2-micro-enterprise-collateral-free-loan,occupation,eq,Business,Citizen occupation must be eq 'Business'
6349,telangana-phase-2-micro-enterprise-collateral-free-loan,annual_income,lte,800000,Citizen annual_income must be lte '800000'
6350,telangana-phase-2-women-entrepreneur-startup-grant,state,eq,Telangana,Citizen state must be eq 'Telangana'
6351,telangana-phase-2-women-entrepreneur-startup-grant,occupation,eq,Business,Citizen occupation must be eq 'Business'
6352,telangana-phase-2-women-entrepreneur-startup-grant,gender,eq,Female,Citizen gender must be eq 'Female'
6353,telangana-phase-2-export-promotion-quality-certification-subsidy,state,eq,Telangana,Citizen state must be eq 'Telangana'
6354,telangana-phase-2-export-promotion-quality-certification-subsidy,occupation,eq,Business,Citizen occupation must be eq 'Business'
6355,telangana-phase-2-export-promotion-quality-certification-subsidy,occupation,eq,Business,Citizen occupation must be eq 'Business'
6356,telangana-phase-2-credit-linked-capital-subsidy-for-tech-upgradation,state,eq,Telangana,Citizen state must be eq 'Telangana'
6357,telangana-phase-2-credit-linked-capital-subsidy-for-tech-upgradation,occupation,eq,Business,Citizen occupation must be eq 'Business'
6358,telangana-phase-2-credit-linked-capital-subsidy-for-tech-upgradation,annual_income,lte,1000000,Citizen annual_income must be lte '1000000'
6359,telangana-phase-2-e-vehicle-green-mobility-subsidy,state,eq,Telangana,Citizen state must be eq 'Telangana'
6360,telangana-phase-2-e-vehicle-green-mobility-subsidy,annual_income,lte,750000,Citizen annual_income must be lte '750000'
6361,telangana-phase-2-rainwater-harvesting-ground-water-recharge-grant,state,eq,Telangana,Citizen state must be eq 'Telangana'
6362,telangana-phase-2-rainwater-harvesting-ground-water-recharge-grant,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6363,telangana-phase-2-bio-gas-cattle-dung-renewable-plant-subsidy,state,eq,Telangana,Citizen state must be eq 'Telangana'
6364,telangana-phase-2-bio-gas-cattle-dung-renewable-plant-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6365,telangana-phase-2-bio-gas-cattle-dung-renewable-plant-subsidy,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6366,telangana-phase-3-kisan-samriddhi-crop-assistance,state,eq,Telangana,Citizen state must be eq 'Telangana'
6367,telangana-phase-3-kisan-samriddhi-crop-assistance,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6368,telangana-phase-3-kisan-samriddhi-crop-assistance,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6369,telangana-phase-3-solar-krishi-pump-subsidy,state,eq,Telangana,Citizen state must be eq 'Telangana'
6370,telangana-phase-3-solar-krishi-pump-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6371,telangana-phase-3-solar-krishi-pump-subsidy,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6372,telangana-phase-3-horticulture-drip-irrigation-grant,state,eq,Telangana,Citizen state must be eq 'Telangana'
6373,telangana-phase-3-horticulture-drip-irrigation-grant,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6374,telangana-phase-3-horticulture-drip-irrigation-grant,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6375,telangana-phase-3-dairy-cattle-development-incentive,state,eq,Telangana,Citizen state must be eq 'Telangana'
6376,telangana-phase-3-dairy-cattle-development-incentive,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6377,telangana-phase-3-dairy-cattle-development-incentive,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6378,telangana-phase-3-fodder-cultivation-animal-care-grant,state,eq,Telangana,Citizen state must be eq 'Telangana'
6379,telangana-phase-3-fodder-cultivation-animal-care-grant,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6380,telangana-phase-3-fodder-cultivation-animal-care-grant,annual_income,lte,250000,Citizen annual_income must be lte '250000'
6381,telangana-phase-3-fisheries-pond-biofloc-support,state,eq,Telangana,Citizen state must be eq 'Telangana'
6382,telangana-phase-3-fisheries-pond-biofloc-support,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6383,telangana-phase-3-fisheries-pond-biofloc-support,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6384,telangana-phase-3-soil-health-organic-farming-mission,state,eq,Telangana,Citizen state must be eq 'Telangana'
6385,telangana-phase-3-soil-health-organic-farming-mission,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6386,telangana-phase-3-soil-health-organic-farming-mission,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6387,telangana-phase-3-farm-mechanization-rotavator-subsidy,state,eq,Telangana,Citizen state must be eq 'Telangana'
6388,telangana-phase-3-farm-mechanization-rotavator-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6389,telangana-phase-3-farm-mechanization-rotavator-subsidy,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6390,telangana-phase-3-post-matric-merit-scholarship,state,eq,Telangana,Citizen state must be eq 'Telangana'
6391,telangana-phase-3-post-matric-merit-scholarship,occupation,eq,Student,Citizen occupation must be eq 'Student'
6392,telangana-phase-3-post-matric-merit-scholarship,annual_income,lte,250000,Citizen annual_income must be lte '250000'
6393,telangana-phase-3-free-digital-tablet-laptop-distribution,state,eq,Telangana,Citizen state must be eq 'Telangana'
6394,telangana-phase-3-free-digital-tablet-laptop-distribution,occupation,eq,Student,Citizen occupation must be eq 'Student'
6395,telangana-phase-3-free-digital-tablet-laptop-distribution,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6396,telangana-phase-3-competitive-exam-coaching-assistance,state,eq,Telangana,Citizen state must be eq 'Telangana'
6397,telangana-phase-3-competitive-exam-coaching-assistance,occupation,eq,Student,Citizen occupation must be eq 'Student'
6398,telangana-phase-3-competitive-exam-coaching-assistance,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6399,telangana-phase-3-girl-child-higher-education-incentive,state,eq,Telangana,Citizen state must be eq 'Telangana'
6400,telangana-phase-3-girl-child-higher-education-incentive,occupation,eq,Student,Citizen occupation must be eq 'Student'
6401,telangana-phase-3-girl-child-higher-education-incentive,gender,eq,Female,Citizen gender must be eq 'Female'
6402,telangana-phase-3-technical-polytechnic-skill-stipend,state,eq,Telangana,Citizen state must be eq 'Telangana'
6403,telangana-phase-3-technical-polytechnic-skill-stipend,occupation,eq,Student,Citizen occupation must be eq 'Student'
6404,telangana-phase-3-technical-polytechnic-skill-stipend,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6405,telangana-phase-3-overseas-education-scholarship-for-ews,state,eq,Telangana,Citizen state must be eq 'Telangana'
6406,telangana-phase-3-overseas-education-scholarship-for-ews,occupation,eq,Student,Citizen occupation must be eq 'Student'
6407,telangana-phase-3-overseas-education-scholarship-for-ews,annual_income,lte,800000,Citizen annual_income must be lte '800000'
6408,telangana-phase-3-special-education-aid-for-divyang-students,state,eq,Telangana,Citizen state must be eq 'Telangana'
6409,telangana-phase-3-special-education-aid-for-divyang-students,occupation,eq,Student,Citizen occupation must be eq 'Student'
6410,telangana-phase-3-special-education-aid-for-divyang-students,annual_income,lte,350000,Citizen annual_income must be lte '350000'
6411,telangana-phase-3-matru-kalyan-nutrition-dbt,state,eq,Telangana,Citizen state must be eq 'Telangana'
6412,telangana-phase-3-matru-kalyan-nutrition-dbt,gender,eq,Female,Citizen gender must be eq 'Female'
6413,telangana-phase-3-mahila-swavalamban-livelihood-grant,state,eq,Telangana,Citizen state must be eq 'Telangana'
6414,telangana-phase-3-mahila-swavalamban-livelihood-grant,gender,eq,Female,Citizen gender must be eq 'Female'
6415,telangana-phase-3-kanya-vivah-marriage-assistance,state,eq,Telangana,Citizen state must be eq 'Telangana'
6416,telangana-phase-3-kanya-vivah-marriage-assistance,gender,eq,Female,Citizen gender must be eq 'Female'
6417,telangana-phase-3-working-women-hostel-transport-subsidy,state,eq,Telangana,Citizen state must be eq 'Telangana'
6418,telangana-phase-3-working-women-hostel-transport-subsidy,gender,eq,Female,Citizen gender must be eq 'Female'
6419,telangana-phase-3-single-mother-destitute-women-pension,state,eq,Telangana,Citizen state must be eq 'Telangana'
6420,telangana-phase-3-single-mother-destitute-women-pension,gender,eq,Female,Citizen gender must be eq 'Female'
6421,telangana-phase-3-sukanya-samriddhi-high-interest-top-up,state,eq,Telangana,Citizen state must be eq 'Telangana'
6422,telangana-phase-3-sukanya-samriddhi-high-interest-top-up,gender,eq,Female,Citizen gender must be eq 'Female'
6423,telangana-phase-3-universal-cashless-health-insurance,state,eq,Telangana,Citizen state must be eq 'Telangana'
6424,telangana-phase-3-universal-cashless-health-insurance,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6469,tripura-technical-polytechnic-skill-stipend,state,eq,Tripura,Citizen state must be eq 'Tripura'
6470,tripura-technical-polytechnic-skill-stipend,occupation,eq,Student,Citizen occupation must be eq 'Student'
6471,tripura-technical-polytechnic-skill-stipend,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6425,telangana-phase-3-critical-illness-relief-fund-cancer-kidney,state,eq,Telangana,Citizen state must be eq 'Telangana'
6426,telangana-phase-3-critical-illness-relief-fund-cancer-kidney,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6427,telangana-phase-3-free-diagnostic-tests-medicine-scheme,state,eq,Telangana,Citizen state must be eq 'Telangana'
6428,telangana-phase-3-free-diagnostic-tests-medicine-scheme,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6429,telangana-phase-3-senior-citizen-specialized-geriatric-care,state,eq,Telangana,Citizen state must be eq 'Telangana'
6430,telangana-phase-3-senior-citizen-specialized-geriatric-care,age,gte,60,Citizen age must be gte '60'
6431,telangana-phase-3-emergency-accidental-trauma-insurance,state,eq,Telangana,Citizen state must be eq 'Telangana'
6432,telangana-phase-3-emergency-accidental-trauma-insurance,annual_income,lte,600000,Citizen annual_income must be lte '600000'
6433,tripura-kisan-samriddhi-crop-assistance,state,eq,Tripura,Citizen state must be eq 'Tripura'
6434,tripura-kisan-samriddhi-crop-assistance,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6435,tripura-kisan-samriddhi-crop-assistance,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6436,tripura-solar-krishi-pump-subsidy,state,eq,Tripura,Citizen state must be eq 'Tripura'
6437,tripura-solar-krishi-pump-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6438,tripura-solar-krishi-pump-subsidy,annual_income,lte,500000,Citizen annual_income must be lte '500000'
6439,tripura-horticulture-drip-irrigation-grant,state,eq,Tripura,Citizen state must be eq 'Tripura'
6440,tripura-horticulture-drip-irrigation-grant,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6441,tripura-horticulture-drip-irrigation-grant,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6442,tripura-dairy-cattle-development-incentive,state,eq,Tripura,Citizen state must be eq 'Tripura'
6443,tripura-dairy-cattle-development-incentive,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6444,tripura-dairy-cattle-development-incentive,annual_income,lte,300000,Citizen annual_income must be lte '300000'
6445,tripura-fodder-cultivation-animal-care-grant,state,eq,Tripura,Citizen state must be eq 'Tripura'
6446,tripura-fodder-cultivation-animal-care-grant,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6447,tripura-fodder-cultivation-animal-care-grant,annual_income,lte,250000,Citizen annual_income must be lte '250000'
6448,tripura-fisheries-pond-biofloc-support,state,eq,Tripura,Citizen state must be eq 'Tripura'
6449,tripura-fisheries-pond-biofloc-support,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
6450,tripura-fisheries-pond-biofloc-support,annual_income,lte,400000,Citizen annual_income must be lte '400000'
6451,tripura-soil-health-organic-farming-mission,state,eq,Tripura,Citizen state must be eq 'Tripura'
6452,tripura-soil-health-organic-farming-mission,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
